seg_id,xs,ys,zs,ds,as,xe,ye,ze,de,ae,segment,length
697,-246.84,-7.21,36.69,0.5,155.424,-255.67,-6.36,39.24,0.5,164.654,apical1_02221,9.23005417102195
698,-255.67,-6.36,39.24,0.5,164.654,-267.28,-4.4,40.38,0.5,176.483,apical1_02221,11.8293406409656
699,-267.28,-4.4,40.38,0.5,176.483,-273.83,-4.54,40.41,0.5,183.035,apical1_02221,6.55156469860446
700,-114.3,31.58,10.11,2,0,-117.1,33.71,7.41,2,4.43473,apical1_02222,4.43473787274964
701,-117.1,33.71,7.41,2,0,-118.17,41.71,0.87,1,10.3883,apical1_022221,10.3882866729793
702,-118.17,41.71,0.87,1,10.3883,-119.09,47.46,0.87,1,16.2114,apical1_022221,5.8231348945392
703,-119.09,47.46,0.87,1,0,-118.79,50.52,27.75,1,27.0553,apical1_0222211,27.0552767496472
704,-118.79,50.52,27.75,1,27.0553,-126.67,57.8,23.82,1,38.4806,apical1_0222211,11.4253096238133
705,-126.67,57.8,23.82,1,38.4806,-139.96,63.69,23.1,1,53.0351,apical1_0222211,14.5545388109689
706,-139.96,63.69,23.1,1,53.0351,-154.16,66.93,22.65,1,67.607,apical1_0222211,14.5718941802361
707,-154.16,66.93,22.65,1,67.607,-166.16,68.69,19.05,1,80.2584,apical1_0222211,12.6513872757101
708,-166.16,68.69,19.05,1,80.2584,-168.25,69.56,20.31,1,82.8493,apical1_0222211,2.59086858022556
709,-168.25,69.56,20.31,1,82.8493,-178.19,73.42,20.31,1,93.5124,apical1_0222211,10.6631702602931
710,-178.19,73.42,20.31,1,0,-185.15,75.97,-13.47,1,34.5837,apical1_02222111,34.5837028092713
711,-185.15,75.97,-13.47,1,34.5837,-190.71,80.78,-13.77,1,41.9417,apical1_02222111,7.3579684696253
712,-190.71,80.78,-13.77,1,41.9417,-194.26,84.16,-16.71,1,47.6575,apical1_02222111,5.71581140346669
713,-194.26,84.16,-16.71,1,47.6575,-200.79,88.43,-20.49,1,56.3271,apical1_02222111,8.66961360153958
714,-200.79,88.43,-20.49,1,56.3271,-202.91,92.86,-21.21,1,61.2907,apical1_02222111,4.96363777888757
715,-202.91,92.86,-21.21,1,61.2907,-208.42,96.17,-19.17,1,68.0345,apical1_02222111,6.74372300736025
716,-208.42,96.17,-19.17,1,68.0345,-217.36,99.36,-20.37,1,77.6021,apical1_02222111,9.56763816205444
717,-217.36,99.36,-20.37,1,77.6021,-222.9,103.67,-25.23,1,86.1395,apical1_02222111,8.53740592920355
718,-222.9,103.67,-25.23,1,0,-227.8,103.5,15.06,0.5,40.5872,apical1_022221111,40.587227054826
719,-227.8,103.5,15.06,0.5,40.5872,-235.15,103.24,15.45,0.5,47.9522,apical1_022221111,7.3649304137921
720,-235.15,103.24,15.45,0.5,47.9522,-240.59,104.55,14.01,0.5,53.73,apical1_022221111,5.77782831174482
721,-222.9,103.67,-25.23,1,0,-227.89,106,20.67,1,46.2292,apical1_022221112,46.2292007285439
722,-227.89,106,20.67,1,46.2292,-234.29,106.77,20.61,1,52.6756,apical1_022221112,6.44643312227778
723,-234.29,106.77,20.61,1,52.6756,-240.19,107.07,20.37,1,58.5881,apical1_022221112,5.91249524312706
724,-240.19,107.07,20.37,1,58.5881,-246.12,108.36,18.93,1,64.8253,apical1_022221112,6.2371948823169
725,-246.12,108.36,18.93,1,64.8253,-250.63,111.21,18.9,1,70.1604,apical1_022221112,5.33511949256995
726,-250.63,111.21,18.9,1,70.1604,-254.29,117.58,18.45,0.5,77.5208,apical1_022221112,7.36036683868406
727,-254.29,117.58,18.45,0.5,77.5208,-256.49,124.51,16.14,0.5,85.1498,apical1_022221112,7.62895798913588
728,-256.49,124.51,16.14,0.5,0,-259.45,124.91,15.63,0.5,3.03015,apical1_0222211121,3.0301320103256
729,-259.45,124.91,15.63,0.5,3.03015,-266.94,128.65,14.91,0.5,11.4329,apical1_0222211121,8.40274359956319
730,-266.94,128.65,14.91,0.5,11.4329,-273.94,132.41,13.44,0.5,19.5136,apical1_0222211121,8.08074872768606
731,-273.94,132.41,13.44,0.5,19.5136,-279.9,134.7,13.14,0.5,25.9055,apical1_0222211121,6.3918463686168
732,-279.9,134.7,13.14,0.5,25.9055,-280.44,136.18,12.15,0.5,27.7661,apical1_0222211121,1.86067192164553
733,-280.44,136.18,12.15,0.5,27.7661,-287.41,138.94,12.12,0.5,35.2628,apical1_0222211121,7.4966259077001
734,-256.49,124.51,16.14,0.5,0,-255.5,124.04,16.17,0.5,1.0963,apical1_0222211122,1.09631199938704
735,-255.5,124.04,16.17,0.5,1.0963,-259.64,130.4,16.17,0.5,8.68506,apical1_0222211122,7.58875483857529
736,-259.64,130.4,16.17,0.5,8.68506,-262.7,133.8,15.18,0.5,13.3652,apical1_0222211122,4.68013888682805
737,-262.7,133.8,15.18,0.5,13.3652,-266.27,137.68,14.04,0.5,18.7595,apical1_0222211122,5.39433962594124
738,-266.27,137.68,14.04,0.5,18.7595,-268.34,140.61,11.82,0.5,22.9783,apical1_0222211122,4.21879129609418
739,-268.34,140.61,11.82,0.5,22.9783,-273.39,144.93,13.17,0.5,29.7597,apical1_0222211122,6.7814010351844
740,-178.19,73.42,20.31,1,0,-184.98,71.37,-15.39,1.36,36.3978,apical1_02222112,36.3977554253006
741,-184.98,71.37,-15.39,1.36,36.3978,-184.98,72.05,-65.04,1.36,86.0524,apical1_02222112,49.6546563778262
742,-184.98,72.05,-65.04,1.36,86.0524,-189.68,74.33,-55.47,0.5,96.9553,apical1_02222112,10.902903283071
743,-189.68,74.33,-55.47,0.5,96.9553,-199.04,75.51,-57.15,0.5,106.538,apical1_02222112,9.58250489172845
744,-199.04,75.51,-57.15,0.5,106.538,-206.88,75.23,-57.15,0.5,114.383,apical1_02222112,7.84499840662827
745,-206.88,75.23,-57.15,0.5,114.383,-208.35,75.18,-57.15,0.5,115.854,apical1_02222112,1.4708500943332
746,-208.35,75.18,-57.15,0.5,115.854,-212.34,77.04,-65.19,0.5,125.02,apical1_02222112,9.16631332652338
747,-212.34,77.04,-65.19,0.5,125.02,-217.68,75.36,-73.65,0.5,135.164,apical1_02222112,10.1444368991088
748,-217.68,75.36,-73.65,0.5,135.164,-222.61,76.18,-78.03,0.5,141.81,apical1_02222112,6.64542699907237
749,-222.61,76.18,-78.03,0.5,141.81,-226.62,78.55,-80.85,0.5,147.255,apical1_02222112,5.44512626116235
750,-226.62,78.55,-80.85,0.5,147.255,-230.2,82.92,-84.45,0.5,153.954,apical1_02222112,6.69875361541235
751,-230.2,82.92,-84.45,0.5,153.954,-234.16,83.79,-84.45,0.5,158.008,apical1_02222112,4.05444200846431
752,-234.16,83.79,-84.45,0.5,158.008,-239.13,85.61,-84.45,0.5,163.301,apical1_02222112,5.29275920480046
753,-239.13,85.61,-84.45,0.5,163.301,-245.09,87.91,-88.11,0.5,170.663,apical1_02222112,7.36255390472627
754,-245.09,87.91,-88.11,0.5,170.663,-250.03,88.74,-88.11,0.5,175.673,apical1_02222112,5.00924145954255
755,-119.09,47.46,0.87,1,0,-112.97,50.87,-5.02,1,9.15284,apical1_0222212,9.15284655175645
756,-112.97,50.87,-5.02,1,9.15284,-109.01,51.25,14.37,1,28.9467,apical1_0222212,19.7938904715571
757,-109.01,51.25,14.37,1,28.9467,-103.72,54.43,13.32,1,35.2076,apical1_0222212,6.26091047691948
758,-103.72,54.43,13.32,1,35.2076,-97.32,53.65,13.29,1,41.6551,apical1_0222212,6.44742584292368
759,-97.32,53.65,13.29,1,41.6551,-96.37,54.69,11.85,1,43.6694,apical1_0222212,2.01437335169029
760,-96.37,54.69,11.85,1,43.6694,-92.09,58.34,11.91,1,49.2948,apical1_0222212,5.62534443389914
761,-92.09,58.34,11.91,1,49.2948,-82.25,57.68,11.91,1,59.1569,apical1_0222212,9.86210930785094
762,-82.25,57.68,11.91,1,59.1569,-71.84,54.54,13.2,1,70.1064,apical1_0222212,10.9495114046244
763,-117.1,33.71,7.41,2,0,-121.1,36.09,6.45,2,4.75247,apical1_022222,4.75247304042853
764,-121.1,36.09,6.45,2,0,-124.47,36.81,4.29,2,4.06705,apical1_0222221,4.06705052833131
765,-124.47,36.81,4.29,2,0,-148.09,45.92,11.07,2,26.2081,apical1_02222211,26.2081075241995
766,-148.09,45.92,11.07,2,0,-177.44,51.65,15.81,2,30.2774,apical1_022222111,30.2774338410639
767,-177.44,51.65,15.81,2,30.2774,-188.74,55.07,20.31,3,42.9122,apical1_022222111,12.6347299140108
768,-188.74,55.07,20.31,3,0,-194.35,59.33,16.05,2,8.23209,apical1_0222221111,8.2320896496576
769,-194.35,59.33,16.05,2,8.23209,-197.36,60.48,16.05,2,11.4543,apical1_0222221111,3.22220421450909
770,-197.36,60.48,16.05,2,0,-203.04,63.22,19.89,2,7.38346,apical1_02222211111,7.38346801983998
771,-203.04,63.22,19.89,2,7.38346,-212.11,67.71,21.39,2,17.6145,apical1_02222211111,10.2310800993835
772,-212.11,67.71,21.39,2,17.6145,-223.96,73.29,20.67,2,30.7324,apical1_02222211111,13.117823752437
773,-223.96,73.29,20.67,2,30.7324,-232.44,78.16,24.27,2,41.1529,apical1_02222211111,10.4205230195034
774,-232.44,78.16,24.27,2,41.1529,-242.64,84.42,22.23,2,53.2933,apical1_02222211111,12.1403953807114
775,-242.64,84.42,22.23,2,0,-261.09,91.92,22.59,2,19.9194,apical1_022222111111,19.9193900509027
776,-261.09,91.92,22.59,2,0,-277.94,97.54,20.67,2,17.866,apical1_0222221111111,17.8659816410966
777,-277.94,97.54,20.67,2,17.866,-288.07,101.74,21.87,2,28.8976,apical1_0222221111111,11.0316317922599
778,-288.07,101.74,21.87,2,28.8976,-300.6,106.45,24.45,2,42.53,apical1_0222221111111,13.6323658988453
779,-300.6,106.45,24.45,2,42.53,-313.78,112.83,24.03,2,57.179,apical1_0222221111111,14.6489999658679
780,-313.78,112.83,24.03,2,57.179,-323.7,118.01,27.39,2,68.8635,apical1_0222221111111,11.6845367901342
781,-323.7,118.01,27.39,2,0,-330.06,123.45,27.99,2,8.39065,apical1_02222211111111,8.39066147571216
782,-330.06,123.45,27.99,2,8.39065,-334.26,132.01,31.59,2,18.5825,apical1_02222211111111,10.1918398731534
783,-334.26,132.01,31.59,2,18.5825,-337.25,143.89,33.81,2,31.0325,apical1_02222211111111,12.4500160642467
784,-337.25,143.89,33.81,2,31.0325,-341.54,151.96,41.85,2,43.205,apical1_02222211111111,12.1725346579913
785,-341.54,151.96,41.85,2,43.205,-347.44,161.9,43.41,2,54.869,apical1_02222211111111,11.6639272974414
786,-347.44,161.9,43.41,2,0,-361.21,179.65,41.79,2,22.5233,apical1_022222111111111,22.5233168072555
787,-361.21,179.65,41.79,2,0,-371.69,198.75,40.11,2,21.8509,apical1_0222221111111111,21.8509221773361
788,-371.69,198.75,40.11,2,21.8509,-374.32,202.89,44.19,2,28.2308,apical1_0222221111111111,6.37988244405803
789,-374.32,202.89,44.19,2,28.2308,-385.24,205.72,46.35,2,39.7165,apical1_0222221111111111,11.4856823915691
790,-385.24,205.72,46.35,2,39.7165,-391.88,212.24,44.73,2,49.1624,apical1_0222221111111111,9.44586682099636
791,-391.88,212.24,44.73,2,49.1624,-393.07,216.07,52.17,2,57.6145,apical1_0222221111111111,8.45213582474867
792,-393.07,216.07,52.17,2,0,-399.11,222.98,56.97,1.5,10.3571,apical1_02222211111111111,10.3571086698943
793,-399.11,222.98,56.97,1.5,10.3571,-405.3,226.85,57.69,1,17.6927,apical1_02222211111111111,7.33562539937803
794,-405.3,226.85,57.69,1,17.6927,-409.14,227.67,57.75,1,21.6198,apical1_02222211111111111,3.92703450455936
795,-409.14,227.67,57.75,1,21.6198,-410.37,228.95,57.75,1,23.395,apical1_02222211111111111,1.77519013066208
796,-410.37,228.95,57.75,1,0,-415.55,230.56,49.83,1,9.59952,apical1_022222111111111111,9.59952602996628
797,-415.55,230.56,49.83,1,9.59952,-420.4,233.64,45.03,1,17.0861,apical1_022222111111111111,7.48658132928505
798,-420.4,233.64,45.03,1,17.0861,-427.22,234.58,38.19,1,26.7908,apical1_022222111111111111,9.70472050086971
799,-427.22,234.58,38.19,1,26.7908,-434.51,235.61,32.19,1,36.2885,apical1_022222111111111111,9.49763128364117
800,-434.51,235.61,32.19,1,0,-446.46,240.71,23.43,0.5,15.67,apical1_0222221111111111111,15.6700382896788
801,-446.46,240.71,23.43,0.5,15.67,-455.09,242.54,19.83,0.5,25.1982,apical1_0222221111111111111,9.52815826904654
802,-455.09,242.54,19.83,0.5,25.1982,-459.09,244.93,14.01,0.5,32.6537,apical1_0222221111111111111,7.4555013245254
803,-459.09,244.93,14.01,0.5,32.6537,-464.12,249.58,5.91,0.5,43.2619,apical1_0222221111111111111,10.6081760920528
804,-464.12,249.58,5.91,0.5,43.2619,-467.44,252.84,-3.27,0.5,53.5537,apical1_0222221111111111111,10.2918608618655
805,-467.44,252.84,-3.27,0.5,53.5537,-475.42,253,-3.69,0.5,61.5464,apical1_0222221111111111111,7.99264662048813
806,-475.42,253,-3.69,0.5,61.5464,-479.5,250.29,-13.29,0.5,72.3237,apical1_0222221111111111111,10.7773141366483
807,-434.51,235.61,32.19,1,0,-438.27,241.53,33.15,0.5,7.07852,apical1_0222221111111111112,7.07853092103155
808,-438.27,241.53,33.15,0.5,7.07852,-443.94,247.84,27.27,0.5,17.4003,apical1_0222221111111111112,10.3217924799911
809,-443.94,247.84,27.27,0.5,17.4003,-445.72,251.29,18.81,0.5,26.7085,apical1_0222221111111111112,9.30819531380815
810,-445.72,251.29,18.81,0.5,26.7085,-448.72,256.01,10.23,0.5,36.9503,apical1_0222221111111111112,10.2418162451784
811,-448.72,256.01,10.23,0.5,36.9503,-451.35,260.15,4.05,0.5,44.8401,apical1_0222221111111111112,7.88979720905423
812,-451.35,260.15,4.05,0.5,44.8401,-455.79,265.19,-0.45,0.5,52.925,apical1_0222221111111111112,8.08487476711917
813,-455.79,265.19,-0.45,0.5,52.925,-458.32,269.81,-5.31,0.5,60.0919,apical1_0222221111111111112,7.16693100287703
814,-458.32,269.81,-5.31,0.5,60.0919,-462.07,275.72,-11.79,0.5,69.6303,apical1_0222221111111111112,9.5383960915869
815,-410.37,228.95,57.75,1,0,-412.96,235.64,61.59,1,8.13694,apical1_022222111111111112,8.13694045695308
816,-412.96,235.64,61.59,1,8.13694,-414.43,240.55,57.63,0.5,14.6139,apical1_022222111111111112,6.4769282843027
817,-414.43,240.55,57.63,0.5,14.6139,-415.45,242.81,51.93,0.5,20.8298,apical1_022222111111111112,6.21594723272326
818,-415.45,242.81,51.93,0.5,20.8298,-416.12,249.08,46.05,0.5,29.4517,apical1_022222111111111112,8.62184435025362
819,-416.12,249.08,46.05,0.5,29.4517,-418.06,254.1,43.17,0.5,35.5556,apical1_022222111111111112,6.10396592388914
820,-418.06,254.1,43.17,0.5,35.5556,-420.33,262.25,40.35,0.5,44.4735,apical1_022222111111111112,8.91783606039044
821,-420.33,262.25,40.35,0.5,44.4735,-422.17,267.75,37.71,0.5,50.8457,apical1_022222111111111112,6.37222096289827
822,-422.17,267.75,37.71,0.5,50.8457,-426.57,275.33,34.35,0.5,60.2322,apical1_022222111111111112,9.38647963828823
823,-426.57,275.33,34.35,0.5,60.2322,-428.52,280.35,30.03,0.5,67.1362,apical1_022222111111111112,6.90400608342724
824,-428.52,280.35,30.03,0.5,67.1362,-432.81,288.42,25.77,0.5,77.2197,apical1_022222111111111112,10.0834815416105
825,-432.81,288.42,25.77,0.5,77.2197,-435.88,295.2,21.75,0.5,85.6786,apical1_022222111111111112,8.45894201422374
826,-435.88,295.2,21.75,0.5,85.6786,-437.88,302.27,21.57,0.5,93.0282,apical1_022222111111111112,7.34964624999053
827,-437.88,302.27,21.57,0.5,93.0282,-440.06,310.91,20.19,0.5,102.045,apical1_022222111111111112,9.01700615503842
828,-440.06,310.91,20.19,0.5,102.045,-446.13,322.43,15.57,0.5,115.862,apical1_022222111111111112,13.8166457579255
829,-446.13,322.43,15.57,0.5,0,-450.53,330.01,8.61,0.5,11.1919,apical1_0222221111111111121,11.1918720507339
830,-446.13,322.43,15.57,0.5,0,-442.06,329.74,14.19,0.5,8.47971,apical1_0222221111111111122,8.47970518355444
831,-442.06,329.74,14.19,0.5,8.47971,-445.04,337.02,6.51,0.5,19.4734,apical1_0222221111111111122,10.9936890987511
832,-393.07,216.07,52.17,2,0,-390.26,217.52,50.37,1,3.63849,apical1_02222211111111112,3.63848869724781
833,-390.26,217.52,50.37,1,3.63849,-390.93,223.79,51.87,1,10.1201,apical1_02222211111111112,6.48165102423756
834,-390.93,223.79,51.87,1,10.1201,-391.12,229.97,53.85,1,16.6123,apical1_02222211111111112,6.49221841899979
835,-391.12,229.97,53.85,1,16.6123,-396.27,238.73,52.77,0.5,26.8313,apical1_02222211111111112,10.2189285152603
836,-396.27,238.73,52.77,0.5,26.8313,-396.56,244.42,55.05,0.5,32.9679,apical1_02222211111111112,6.13666032952778
837,-396.56,244.42,55.05,0.5,32.9679,-396.96,249.61,48.93,0.5,41.0023,apical1_02222211111111112,8.03433257962354
838,-396.96,249.61,48.93,0.5,41.0023,-398.11,255.99,44.73,0.5,48.7267,apical1_02222211111111112,7.7244352544377
839,-398.11,255.99,44.73,0.5,48.7267,-400.17,265.12,40.17,0.5,59.138,apical1_02222211111111112,10.4112487243366
840,-400.17,265.12,40.17,0.5,59.138,-402.18,272.19,37.89,0.5,66.8336,apical1_02222211111111112,7.69567410952412
841,-402.18,272.19,37.89,0.5,66.8336,-403.82,278.68,34.05,0.5,74.5508,apical1_02222211111111112,7.71720804436424
842,-403.82,278.68,34.05,0.5,74.5508,-403.42,285.24,32.55,0.5,81.292,apical1_02222211111111112,6.74118683912559
843,-403.42,285.24,32.55,0.5,81.292,-404.41,290.05,36.45,0.5,87.5631,apical1_02222211111111112,6.27106051637202
844,-361.21,179.65,41.79,2,0,-365.9,181.16,32.01,2,10.951,apical1_0222221111111112,10.9510090859245
845,-365.9,181.16,32.01,2,10.951,-371.98,180.92,27.03,2,18.8139,apical1_0222221111111112,7.86284935630847
846,-371.98,180.92,27.03,2,18.8139,-376.98,180.96,19.23,2,28.079,apical1_0222221111111112,9.26507420369638
847,-376.98,180.96,19.23,2,28.079,-378.89,181.37,15.33,1.5,32.4409,apical1_0222221111111112,4.36190325431455
848,-378.89,181.37,15.33,1.5,32.4409,-387.56,180.65,9.93,1,42.6803,apical1_0222221111111112,10.2394970579614
849,-387.56,180.65,9.93,1,42.6803,-393.9,181.49,3.99,1,51.4087,apical1_0222221111111112,8.72839045872718
850,-393.9,181.49,3.99,1,51.4087,-398.97,183.59,-3.15,1,60.414,apical1_0222221111111112,9.00524846964261
851,-398.97,183.59,-3.15,1,60.414,-404.68,187.36,-8.13,1,68.8767,apical1_0222221111111112,8.46270642288859
852,-404.68,187.36,-8.13,1,68.8767,-409.37,188.87,-14.25,1,76.7336,apical1_0222221111111112,7.85688233334317
853,-409.37,188.87,-14.25,1,76.7336,-416.35,191.37,-14.13,1,84.1487,apical1_0222221111111112,7.41517363249171
854,-347.44,161.9,43.41,2,0,-354.16,163.33,42.69,1,6.90809,apical1_022222111111112,6.90808946091467
855,-323.7,118.01,27.39,2,0,-331.68,118.17,23.25,1,8.9914,apical1_02222211111112,8.99141813063992
856,-331.68,118.17,23.25,1,8.9914,-335.59,121.04,18.03,1,16.1169,apical1_02222211111112,7.12554559314582
857,-335.59,121.04,18.03,1,16.1169,-340.36,129.22,4.11,1,32.9524,apical1_02222211111112,16.8354299024409
858,-340.36,129.22,4.11,1,32.9524,-345.47,128.77,0.99,1,38.9565,apical1_02222211111112,6.00408194481056
859,-345.47,128.77,0.99,1,38.9565,-351.05,128.42,-4.11,1,46.5241,apical1_02222211111112,7.56762181930359
860,-351.05,128.42,-4.11,1,46.5241,-358.67,127.99,-8.37,1,55.2646,apical1_02222211111112,8.74053202042073
861,-261.09,91.92,22.59,2,0,-261.48,97.11,15.39,1,8.88416,apical1_0222221111112,8.88415443359693
862,-261.48,97.11,15.39,1,8.88416,-265.48,106.65,10.59,1,20.2882,apical1_0222221111112,11.4040168361854
863,-265.48,106.65,10.59,1,20.2882,-268.23,114.91,5.01,1,30.6287,apical1_0222221111112,10.3405270658705
864,-268.23,114.91,5.01,1,30.6287,-277.41,130.66,0.57,0.5,49.3917,apical1_0222221111112,18.7629555241172
865,-277.41,130.66,0.57,0.5,49.3917,-278.35,138.01,-1.89,0.5,57.1992,apical1_0222221111112,7.80754122627604
866,-278.35,138.01,-1.89,0.5,57.1992,-282.22,143.44,-5.19,0.5,64.6391,apical1_0222221111112,7.43987903127464
867,-282.22,143.44,-5.19,0.5,64.6391,-286.72,150.53,-8.85,0.5,73.7995,apical1_0222221111112,9.16044212906779
868,-286.72,150.53,-8.85,0.5,73.7995,-293.12,153.42,-3.87,0.5,82.4084,apical1_0222221111112,8.60886171337417
869,-293.12,153.42,-3.87,0.5,82.4084,-300.07,158.48,-5.01,0.5,91.0805,apical1_0222221111112,8.67212200098683
870,-300.07,158.48,-5.01,0.5,91.0805,-304.2,164.98,0.51,0.5,100.556,apical1_0222221111112,9.47508839008903
871,-304.2,164.98,0.51,0.5,0,-312.62,167.79,-6.99,0.5,11.6208,apical1_02222211111121,11.6207788035054
872,-312.62,167.79,-6.99,0.5,11.6208,-319.33,169.22,-10.23,0.5,19.208,apical1_02222211111121,7.58726564712214
873,-319.33,169.22,-10.23,0.5,19.208,-328.92,171.26,-10.23,0.5,29.0126,apical1_02222211111121,9.80457546250732
874,-304.2,164.98,0.51,0.5,0,-307.54,172.84,0.93,0.5,8.55053,apical1_02222211111122,8.55053214718244
875,-307.54,172.84,0.93,0.5,8.55053,-312.18,176.9,-2.55,0.5,15.6303,apical1_02222211111122,7.07980225712554
876,-312.18,176.9,-2.55,0.5,15.6303,-317.69,181.65,-2.85,0.5,22.9113,apical1_02222211111122,7.28097520940704
877,-317.69,181.65,-2.85,0.5,22.9113,-318.81,183.42,-6.57,0.5,27.1805,apical1_02222211111122,4.26915682541646
878,-242.64,84.42,22.23,2,0,-235.8,90.63,25.23,1.5,9.71337,apical1_022222111112,9.71337737349886
879,-235.8,90.63,25.23,1.5,9.71337,-235.03,96.6,35.19,1.5,21.351,apical1_022222111112,11.6376715884235
880,-235.03,96.6,35.19,1.5,21.351,-230.93,106.47,31.35,1,32.7077,apical1_022222111112,11.356606007078
881,-230.93,106.47,31.35,1,32.7077,-229.31,111.74,29.25,0.5,38.6074,apical1_022222111112,5.89977118200358
882,-229.31,111.74,29.25,0.5,38.6074,-229.08,119.88,34.89,0.5,48.5131,apical1_022222111112,9.90565999820305
883,-229.08,119.88,34.89,0.5,48.5131,-231.7,131.17,39.27,0.5,60.9031,apical1_022222111112,12.390032284058
884,-231.7,131.17,39.27,0.5,60.9031,-235.98,134.63,40.89,0.5,66.6402,apical1_022222111112,5.73710728503486
885,-235.98,134.63,40.89,0.5,66.6402,-240.75,142.8,43.83,0.5,76.5471,apical1_022222111112,9.90683602367579
886,-240.75,142.8,43.83,0.5,76.5471,-245.78,147.45,47.61,0.5,84.3709,apical1_022222111112,7.82379703213215
887,-245.78,147.45,47.61,0.5,84.3709,-248.4,151.59,44.97,0.5,89.9362,apical1_022222111112,5.56539306787941
888,-248.4,151.59,44.97,0.5,89.9362,-248.59,157.76,41.37,0.5,97.0822,apical1_022222111112,7.1459778896943
889,-248.59,157.76,41.37,0.5,97.0822,-249.87,157.79,67.11,0.5,122.854,apical1_022222111112,25.77182376162
890,-249.87,157.79,67.11,0.5,122.854,-251.34,161.29,72.27,0.5,129.26,apical1_022222111112,6.40597377453264
891,-251.34,161.29,72.27,0.5,129.26,-257.22,167.29,74.37,0.5,137.919,apical1_022222111112,8.65935332458494
892,-257.22,167.29,74.37,0.5,137.919,-262.13,170.29,81.63,0.5,147.183,apical1_022222111112,9.26367637603989
893,-262.13,170.29,81.63,0.5,147.183,-269.48,170.79,84.69,0.5,155.16,apical1_022222111112,7.97722382787398
894,-269.48,170.79,84.69,0.5,155.16,-275.85,169.79,86.07,0.5,161.754,apical1_022222111112,6.59403518340629
895,-275.85,169.79,86.07,0.5,161.754,-281.89,167.98,87.33,0.5,168.184,apical1_022222111112,6.4300311041238
896,-281.89,167.98,87.33,0.5,168.184,-288.11,166.79,84.15,0.5,175.271,apical1_022222111112,7.08638836079426
897,-288.11,166.79,84.15,0.5,175.271,-293.99,165.79,80.19,0.5,182.43,apical1_022222111112,7.15932957755124
898,-293.99,165.79,80.19,0.5,182.43,-300.36,162.29,78.69,0.5,189.851,apical1_022222111112,7.42138127305154
899,-300.36,162.29,78.69,0.5,189.851,-304.77,162.29,75.81,0.5,195.119,apical1_022222111112,5.2671149598238
900,-304.77,162.29,75.81,0.5,195.119,-314.09,166.29,75.75,0.5,205.261,apical1_022222111112,10.1422877103738
901,-197.36,60.48,16.05,2,0,-201.71,58.85,2.91,2,13.937,apical1_02222211112,13.9369652363777
902,-201.71,58.85,2.91,2,0,-209.56,62.05,-4.65,1.5,11.3585,apical1_022222111121,11.358525432467
903,-209.56,62.05,-4.65,1.5,11.3585,-220.52,62.34,-6.03,1.5,22.4089,apical1_022222111121,11.0503438860517
904,-220.52,62.34,-6.03,1.5,22.4089,-229.88,60.75,-3.33,1.5,32.2794,apical1_022222111121,9.8705470972991
905,-229.88,60.75,-3.33,1.5,32.2794,-241.8,61.24,-1.77,1,44.311,apical1_022222111121,12.03162914987
906,-241.8,61.24,-1.77,1,44.311,-250.3,58.96,-7.41,1,54.7637,apical1_022222111121,10.4526551650765
907,-250.3,58.96,-7.41,1,54.7637,-264.09,57.8,-5.67,1,68.7114,apical1_022222111121,13.9476628866631
908,-264.09,57.8,-5.67,1,68.7114,-286.27,54.84,-5.49,1,91.0887,apical1_022222111121,22.3773635623145
909,-286.27,54.84,-5.49,1,91.0887,-290.14,53.11,-6.69,1,95.4944,apical1_022222111121,4.40565545634246
910,-290.14,53.11,-6.69,1,95.4944,-287.16,52.99,-2.07,1,100.993,apical1_022222111121,5.49901809416916
911,-287.16,52.99,-2.07,1,100.993,-301.93,49.48,-6.81,0.5,116.898,apical1_022222111121,15.9041063879741
912,-301.93,49.48,-6.81,0.5,116.898,-311.78,48,-4.23,0.5,127.187,apical1_022222111121,10.2892808300677
913,-311.78,48,-4.23,0.5,127.187,-319.49,47.08,1.23,0.5,136.679,apical1_022222111121,9.49221259770348
914,-319.49,47.08,1.23,0.5,136.679,-325.34,47.81,-2.91,0.5,143.883,apical1_022222111121,7.20381843191509
915,-325.34,47.81,-2.91,0.5,143.883,-329.99,51.87,0.69,0.5,151.029,apical1_022222111121,7.14605485565289
916,-329.99,51.87,0.69,0.5,151.029,-335.71,55.64,4.59,0.5,158.912,apical1_022222111121,7.88297532661366
917,-201.71,58.85,2.91,2,0,-205.9,55.65,-6.51,0.5,10.795,apical1_022222111122,10.7950220009039
918,-205.9,55.65,-6.51,0.5,10.795,-223.93,53.35,-6.03,0.5,28.9775,apical1_022222111122,18.1824448301102
919,-223.93,53.35,-6.03,0.5,28.9775,-236.86,51.5,-5.91,0.5,42.0397,apical1_022222111122,13.0622279875984
920,-236.86,51.5,-5.91,0.5,42.0397,-246.59,50.5,-14.19,0.5,54.855,apical1_022222111122,12.8152760407258
921,-188.74,55.07,20.31,3,0,-194.13,52.13,20.31,3,6.13968,apical1_0222221112,6.1396824022094
922,-194.13,52.13,20.31,3,0,-198,50.39,20.31,3,4.24317,apical1_02222211121,4.24317098406369
923,-198,50.39,20.31,3,0,-197.87,49.86,18.51,2,1.8809,apical1_022222111211,1.88090403795621
924,-197.87,49.86,18.51,2,1.8809,-209.79,50.34,19.83,2,13.8834,apical1_022222111211,12.0024664132002
